role_kind,role,pack_id,status,question_key,resume_section,resume_row,experience_gate,min_tier,judgement_call,reason
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,layout_calculation,,(not printed — matching data),>=5,hard,,R5: specialist.
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,assembly_finishing,,(not printed — matching data),>=5,hard,,R5: specialist.
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,electrical_experience,,(tier gate — not printed),,easy,,R1: tier gate.
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,electrical_work_type,"ELECTRICAL WORK, EQUIPMENT & CAPABILITY",Work type,,medium,J4,R4. Under the section-title reading it would be Easy (bound from the provisional tag).
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,electrical_equipment,"ELECTRICAL WORK, EQUIPMENT & CAPABILITY",Equipment,,easy,,R2: the headline field and the primary equipment.
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,electrician_level,,Headline — level rung,,easy,J6,R3: headline rung.
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,panel_motor_work,"ELECTRICAL WORK, EQUIPMENT & CAPABILITY",Panel & motor work,,medium,,R4: core competence.
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,measuring_tools,"ELECTRICAL WORK, EQUIPMENT & CAPABILITY",Instruments,,medium,,R4: the measuring-instruments equivalent.
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,drawing_reading,"ELECTRICAL WORK, EQUIPMENT & CAPABILITY",Drawings,,medium,,R4.
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,electrical_voltage,"ELECTRICAL WORK, EQUIPMENT & CAPABILITY",Voltage worked on,>=2,hard,J9,"R5: a capability limit. It is also a safety scope (LT vs HT), which could argue for Easy."
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,electrical_licence,"ELECTRICAL WORK, EQUIPMENT & CAPABILITY",Licence,>=2,medium,J9,"A credential, so it follows Certificates (Medium)."
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,sector_worked,"ELECTRICAL WORK, EQUIPMENT & CAPABILITY",Sector worked,>=2,hard,,R5.
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,control_circuit,,(not printed — matching data),>=5,hard,,R5: specialist.
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,motor_fault,,(not printed — matching data),>=5,hard,,R5: troubleshooting.
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,electrical_safety,,(not printed — matching data),>=5,hard,J9,R5: specialist screening. Never printed; the ratified page has no row for it.
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
industrial_electrician,Industrial Electrician,qp_industrial_electrician,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
press_operator,Press / Machine Operator,qp_press_operation,live,press_experience,,(tier gate — not printed),,easy,,R1: tier gate.
press_operator,Press / Machine Operator,qp_press_operation,live,press_machine,"MACHINES, TONNAGE & CAPABILITY",Machines,,easy,,R2: the headline field and the primary machines.
press_operator,Press / Machine Operator,qp_press_operation,live,press_level,,Headline — level rung,,easy,J6,R3: headline rung.
press_operator,Press / Machine Operator,qp_press_operation,live,material_worked,"MACHINES, TONNAGE & CAPABILITY",Materials,,medium,,R4.
press_operator,Press / Machine Operator,qp_press_operation,live,press_safety,"MACHINES, TONNAGE & CAPABILITY",Safety systems used,,medium,J9,R4: day-to-day. It could also be an Easy screening item.
press_operator,Press / Machine Operator,qp_press_operation,live,press_tonnage,"MACHINES, TONNAGE & CAPABILITY",Tonnage worked,,hard,J9,"R5: a capability limit. The section title names it, and employers post jobs by tonnage."
press_operator,Press / Machine Operator,qp_press_operation,live,drawing_reading,"MACHINES, TONNAGE & CAPABILITY",Drawings,,medium,,R4.
press_operator,Press / Machine Operator,qp_press_operation,live,press_setting,"MACHINES, TONNAGE & CAPABILITY",Setting work,>=2,hard,,"R5: setting, as for the turner."
press_operator,Press / Machine Operator,qp_press_operation,live,press_stroke_rate,"MACHINES, TONNAGE & CAPABILITY",Stroke rate,>=2,hard,,R5: a performance claim.
press_operator,Press / Machine Operator,qp_press_operation,live,sector_worked,"MACHINES, TONNAGE & CAPABILITY",Sector worked,>=2,hard,,R5.
press_operator,Press / Machine Operator,qp_press_operation,live,press_die_type,,(not printed — matching data),>=5,hard,,R5: specialist.
press_operator,Press / Machine Operator,qp_press_operation,live,press_defect,,(not printed — matching data),>=5,hard,,R5: troubleshooting.
press_operator,Press / Machine Operator,qp_press_operation,live,press_maintenance,,(not printed — matching data),>=5,hard,,R5: specialist.
press_operator,Press / Machine Operator,qp_press_operation,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
press_operator,Press / Machine Operator,qp_press_operation,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
press_operator,Press / Machine Operator,qp_press_operation,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_experience,,(tier gate — not printed),,easy,,R1: tier gate.
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_stage,"ASSEMBLY WORK, TOOLS & CAPABILITY",Assembly stage,,easy,,R2: the headline field.
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_level,,Headline — level rung,,easy,J6,R3: headline rung.
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_line_product,"ASSEMBLY WORK, TOOLS & CAPABILITY",Products assembled,,medium,,R4: a secondary chip.
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_tool,"ASSEMBLY WORK, TOOLS & CAPABILITY",Tools used,,easy,,"R2: the machines equivalent, what the worker runs."
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_practice,"ASSEMBLY WORK, TOOLS & CAPABILITY",Shop-floor practice,,medium,,"R4: day-to-day (SOP, 5S, Kanban)."
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,drawing_reading,"ASSEMBLY WORK, TOOLS & CAPABILITY",Drawings,,medium,,R4.
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_takt_time,"ASSEMBLY WORK, TOOLS & CAPABILITY",Line rate worked to,>=2,hard,,R5: a capability limit.
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,sector_worked,"ASSEMBLY WORK, TOOLS & CAPABILITY",Sector worked,>=2,hard,,R5.
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_joining,,(not printed — matching data),>=2,hard,J11,"R5: never printed, so it is matching data only."
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_station_count,,(not printed — matching data),>=5,hard,,R5: a capability limit.
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_responsibility,,(not printed — matching data),>=5,hard,,R5: specialist.
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,assembly_defect,,(not printed — matching data),>=5,hard,,R5: quality and troubleshooting.
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
assembly_line_worker,Assembly Line Worker,qp_assembly_line,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
fitter,Fitter,qp_fitter,live,fitting_experience,,(tier gate — not printed),,easy,,R1: tier gate.
fitter,Fitter,qp_fitter,live,fitter_work_type,"FITTING WORK, EQUIPMENT & CAPABILITY",Fitting type,,medium,J4,R4. Under the section-title reading it would be Easy.
fitter,Fitter,qp_fitter,live,fitter_level,,Headline — level rung,,easy,J6,R3: headline rung.
fitter,Fitter,qp_fitter,live,fitter_equipment,"FITTING WORK, EQUIPMENT & CAPABILITY",Equipment worked on,,easy,,R2: the headline field and the primary equipment.
fitter,Fitter,qp_fitter,live,fitting_work,"FITTING WORK, EQUIPMENT & CAPABILITY",Bench & assembly work,,medium,,R4: core competence.
fitter,Fitter,qp_fitter,live,measuring_tools,"FITTING WORK, EQUIPMENT & CAPABILITY",Tools & instruments,,medium,,R4: the measuring-instruments equivalent.
fitter,Fitter,qp_fitter,live,drawing_reading,"FITTING WORK, EQUIPMENT & CAPABILITY",Drawings,,medium,,R4.
fitter,Fitter,qp_fitter,live,fitting_alignment,"FITTING WORK, EQUIPMENT & CAPABILITY",Alignment held,>=2,hard,,R5: a precision claim.
fitter,Fitter,qp_fitter,live,sector_worked,"FITTING WORK, EQUIPMENT & CAPABILITY",Sector worked,>=2,hard,,R5.
fitter,Fitter,qp_fitter,live,fitter_hydraulic_work,,(not printed — matching data),>=2,hard,,"R5: specialist, and never printed."
fitter,Fitter,qp_fitter,live,fitter_overhaul,,(not printed — matching data),>=5,hard,,R5: specialist.
fitter,Fitter,qp_fitter,live,fitter_erection,,(not printed — matching data),>=5,hard,,R5: specialist.
fitter,Fitter,qp_fitter,live,fitter_fault_finding,,(not printed — matching data),>=5,hard,,R5: troubleshooting.
fitter,Fitter,qp_fitter,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
fitter,Fitter,qp_fitter,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
fitter,Fitter,qp_fitter,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,inspection_experience,,(tier gate — not printed),,easy,,R1: tier gate.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,measuring_tools,"INSTRUMENTS, STANDARDS & CAPABILITY",Instruments,,easy,,R2: the headline field and the primary equipment.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,inspection_level,,Headline — level rung,,easy,J6,R3: headline rung.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,material_worked,"INSTRUMENTS, STANDARDS & CAPABILITY",Materials inspected,,medium,,R4.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,inspection_stage,"INSTRUMENTS, STANDARDS & CAPABILITY",Inspection stage,,medium,,R4: core competence.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,drawing_reading,"INSTRUMENTS, STANDARDS & CAPABILITY",Drawings,,medium,,R4.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,inspection_least_count,"INSTRUMENTS, STANDARDS & CAPABILITY",Least count worked to,,hard,,"R5: a precision claim. Ungated, so every Hard inspector is asked it."
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,inspection_standard,"INSTRUMENTS, STANDARDS & CAPABILITY",Standards,>=2,medium,J4,R4. Under the section-title reading it would be Easy.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,inspection_documentation,"INSTRUMENTS, STANDARDS & CAPABILITY",Documentation,>=2,hard,J9,"R5: PPAP, 8D and CAPA are specialist for the Inspector rung."
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,sector_worked,"INSTRUMENTS, STANDARDS & CAPABILITY",Sector worked,>=2,hard,,R5.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,inspection_cmm_work,,(not printed — matching data),>=5,hard,,R5: specialist.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,inspection_rejection_work,,(not printed — matching data),>=5,hard,,R5: quality and troubleshooting.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,inspection_audit_work,,(not printed — matching data),>=5,hard,,R5: specialist.
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
quality_inspector,Quality Inspector / QC,qp_quality_inspection,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
maintenance_technician,Maintenance Technician,qp_maintenance_tech,provisional (no pack),,,Level rung (headline),,easy,J6,R3: printed in the headline role title.
maintenance_technician,Maintenance Technician,qp_maintenance_tech,provisional (no pack),,"DISCIPLINES, EQUIPMENT & CAPABILITY",Disciplines,,easy,,R2: the headline field.
maintenance_technician,Maintenance Technician,qp_maintenance_tech,provisional (no pack),,"DISCIPLINES, EQUIPMENT & CAPABILITY",Equipment maintained,,easy,,R2: primary equipment.
maintenance_technician,Maintenance Technician,qp_maintenance_tech,provisional (no pack),,"DISCIPLINES, EQUIPMENT & CAPABILITY",Maintenance type,,medium,,R4: core competence.
maintenance_technician,Maintenance Technician,qp_maintenance_tech,provisional (no pack),,"DISCIPLINES, EQUIPMENT & CAPABILITY",Instruments & tools,,medium,,R4.
maintenance_technician,Maintenance Technician,qp_maintenance_tech,provisional (no pack),,"DISCIPLINES, EQUIPMENT & CAPABILITY",Drawings,,medium,,R4.
maintenance_technician,Maintenance Technician,qp_maintenance_tech,provisional (no pack),,"DISCIPLINES, EQUIPMENT & CAPABILITY",Response worked to,,hard,,R5: a performance claim.
maintenance_technician,Maintenance Technician,qp_maintenance_tech,provisional (no pack),,"DISCIPLINES, EQUIPMENT & CAPABILITY",Documentation,,hard,J9,"R5: specialist record-keeping (PM checklists, MTTR)."
maintenance_technician,Maintenance Technician,qp_maintenance_tech,provisional (no pack),,"DISCIPLINES, EQUIPMENT & CAPABILITY",Sector worked,,hard,,R5.
injection_moulding_operator,Injection Moulding Operator,qp_injection_moulding,provisional (no pack),,,Level rung (headline),,easy,J6,R3: printed in the headline role title.
injection_moulding_operator,Injection Moulding Operator,qp_injection_moulding,provisional (no pack),,"MACHINES, MATERIALS & CAPABILITY",Machine makes,,easy,,R2: the headline field and the primary machines.
injection_moulding_operator,Injection Moulding Operator,qp_injection_moulding,provisional (no pack),,"MACHINES, MATERIALS & CAPABILITY",Materials,,medium,J4,"R4: materials are Medium in the calibration, even though the section title names them."
injection_moulding_operator,Injection Moulding Operator,qp_injection_moulding,provisional (no pack),,"MACHINES, MATERIALS & CAPABILITY",Auxiliaries,,medium,,R4: a secondary chip.
injection_moulding_operator,Injection Moulding Operator,qp_injection_moulding,provisional (no pack),,"MACHINES, MATERIALS & CAPABILITY",Setting work,,hard,,R5: setting.
injection_moulding_operator,Injection Moulding Operator,qp_injection_moulding,provisional (no pack),,"MACHINES, MATERIALS & CAPABILITY",Defects corrected,,hard,,R5: troubleshooting.
injection_moulding_operator,Injection Moulding Operator,qp_injection_moulding,provisional (no pack),,"MACHINES, MATERIALS & CAPABILITY",Tonnage worked,,hard,J9,R5: a capability limit. Employers post jobs by tonnage.
injection_moulding_operator,Injection Moulding Operator,qp_injection_moulding,provisional (no pack),,"MACHINES, MATERIALS & CAPABILITY",Cycle time held,,hard,,R5: a performance claim.
injection_moulding_operator,Injection Moulding Operator,qp_injection_moulding,provisional (no pack),,"MACHINES, MATERIALS & CAPABILITY",Drawings,,medium,,R4.
injection_moulding_operator,Injection Moulding Operator,qp_injection_moulding,provisional (no pack),,"MACHINES, MATERIALS & CAPABILITY",Sector worked,,hard,,R5.
blow_moulding_operator,Blow Moulding / Extrusion Operator,qp_blow_moulding,provisional (no pack),,,Level rung (headline),,easy,J6,R3: printed in the headline role title.
blow_moulding_operator,Blow Moulding / Extrusion Operator,qp_blow_moulding,provisional (no pack),,"PROCESSES, MACHINES & CAPABILITY",Processes,,easy,,R2: the headline field.
blow_moulding_operator,Blow Moulding / Extrusion Operator,qp_blow_moulding,provisional (no pack),,"PROCESSES, MACHINES & CAPABILITY",Machine makes,,easy,,R2: primary machines.
blow_moulding_operator,Blow Moulding / Extrusion Operator,qp_blow_moulding,provisional (no pack),,"PROCESSES, MACHINES & CAPABILITY",Materials,,medium,,R4.
blow_moulding_operator,Blow Moulding / Extrusion Operator,qp_blow_moulding,provisional (no pack),,"PROCESSES, MACHINES & CAPABILITY",Setting work,,hard,,R5: setting.
blow_moulding_operator,Blow Moulding / Extrusion Operator,qp_blow_moulding,provisional (no pack),,"PROCESSES, MACHINES & CAPABILITY",Checks performed,,medium,,R4: the measuring-instruments equivalent.
blow_moulding_operator,Blow Moulding / Extrusion Operator,qp_blow_moulding,provisional (no pack),,"PROCESSES, MACHINES & CAPABILITY",Output range,,hard,,R5: a capability limit.
blow_moulding_operator,Blow Moulding / Extrusion Operator,qp_blow_moulding,provisional (no pack),,"PROCESSES, MACHINES & CAPABILITY",Wall thickness held,,hard,,R5: a precision claim.
blow_moulding_operator,Blow Moulding / Extrusion Operator,qp_blow_moulding,provisional (no pack),,"PROCESSES, MACHINES & CAPABILITY",Sector worked,,hard,,R5.
mould_die_maker,Mould / Die Maker (Plastics),qp_mould_making,provisional (no pack),,,Level rung (headline),,easy,J6,R3: printed in the headline role title.
mould_die_maker,Mould / Die Maker (Plastics),qp_mould_making,provisional (no pack),,"MOULD TYPES, MACHINES & CAPABILITY",Mould types,,easy,,R2: the headline field.
mould_die_maker,Mould / Die Maker (Plastics),qp_mould_making,provisional (no pack),,"MOULD TYPES, MACHINES & CAPABILITY",Machines,,easy,,R2: primary machines.
mould_die_maker,Mould / Die Maker (Plastics),qp_mould_making,provisional (no pack),,"MOULD TYPES, MACHINES & CAPABILITY",Mould steels,,medium,,R4: the materials equivalent.
mould_die_maker,Mould / Die Maker (Plastics),qp_mould_making,provisional (no pack),,"MOULD TYPES, MACHINES & CAPABILITY",Mould-room work,,medium,J7,R4: Tool & Die's tool-room-work equivalent.
mould_die_maker,Mould / Die Maker (Plastics),qp_mould_making,provisional (no pack),,"MOULD TYPES, MACHINES & CAPABILITY",Measuring instruments,,medium,,R4.
mould_die_maker,Mould / Die Maker (Plastics),qp_mould_making,provisional (no pack),,"MOULD TYPES, MACHINES & CAPABILITY",Drawings,,medium,,R4.
mould_die_maker,Mould / Die Maker (Plastics),qp_mould_making,provisional (no pack),,"MOULD TYPES, MACHINES & CAPABILITY",Tolerance held,,hard,,R5.
mould_die_maker,Mould / Die Maker (Plastics),qp_mould_making,provisional (no pack),,"MOULD TYPES, MACHINES & CAPABILITY",Sector worked,,hard,,R5.
plastic_process_technician,Plastic Process / Quality Technician,qp_plastic_process,provisional (no pack),,,Level rung (headline),,easy,J6,R3: printed in the headline role title.
plastic_process_technician,Plastic Process / Quality Technician,qp_plastic_process,provisional (no pack),,"PROCESS WORK, INSTRUMENTS & CAPABILITY",Process work,,easy,,R2: the headline field.
plastic_process_technician,Plastic Process / Quality Technician,qp_plastic_process,provisional (no pack),,"PROCESS WORK, INSTRUMENTS & CAPABILITY",Machines supported,,easy,,R2: primary machines.
plastic_process_technician,Plastic Process / Quality Technician,qp_plastic_process,provisional (no pack),,"PROCESS WORK, INSTRUMENTS & CAPABILITY",Materials,,medium,,R4.
plastic_process_technician,Plastic Process / Quality Technician,qp_plastic_process,provisional (no pack),,"PROCESS WORK, INSTRUMENTS & CAPABILITY",Instruments,,medium,J4,R4. Under the section-title reading it would be Easy.
plastic_process_technician,Plastic Process / Quality Technician,qp_plastic_process,provisional (no pack),,"PROCESS WORK, INSTRUMENTS & CAPABILITY",Documentation,,hard,J9,"R5: specialist (SPC, 8D). Same treatment as QC."
plastic_process_technician,Plastic Process / Quality Technician,qp_plastic_process,provisional (no pack),,"PROCESS WORK, INSTRUMENTS & CAPABILITY",Rejection worked down to,,hard,,R5: an outcome claim.
plastic_process_technician,Plastic Process / Quality Technician,qp_plastic_process,provisional (no pack),,"PROCESS WORK, INSTRUMENTS & CAPABILITY",Drawings,,medium,,R4.
plastic_process_technician,Plastic Process / Quality Technician,qp_plastic_process,provisional (no pack),,"PROCESS WORK, INSTRUMENTS & CAPABILITY",Sector worked,,hard,,R5.
rubber_moulding_operator,Rubber Moulding / Compression Operator,qp_rubber_moulding,provisional (no pack),,,Level rung (headline),,easy,J6,R3: printed in the headline role title.
rubber_moulding_operator,Rubber Moulding / Compression Operator,qp_rubber_moulding,provisional (no pack),,"PROCESSES, EQUIPMENT & CAPABILITY",Processes,,easy,,R2: the headline field.
rubber_moulding_operator,Rubber Moulding / Compression Operator,qp_rubber_moulding,provisional (no pack),,"PROCESSES, EQUIPMENT & CAPABILITY",Equipment,,easy,,R2: primary equipment.
rubber_moulding_operator,Rubber Moulding / Compression Operator,qp_rubber_moulding,provisional (no pack),,"PROCESSES, EQUIPMENT & CAPABILITY",Compounds,,medium,,R4: the materials equivalent.
rubber_moulding_operator,Rubber Moulding / Compression Operator,qp_rubber_moulding,provisional (no pack),,"PROCESSES, EQUIPMENT & CAPABILITY",Setting work,,hard,,R5: setting.
rubber_moulding_operator,Rubber Moulding / Compression Operator,qp_rubber_moulding,provisional (no pack),,"PROCESSES, EQUIPMENT & CAPABILITY",Checks performed,,medium,,R4.
rubber_moulding_operator,Rubber Moulding / Compression Operator,qp_rubber_moulding,provisional (no pack),,"PROCESSES, EQUIPMENT & CAPABILITY",Cure worked to,,hard,,R5: a process-window claim.
rubber_moulding_operator,Rubber Moulding / Compression Operator,qp_rubber_moulding,provisional (no pack),,"PROCESSES, EQUIPMENT & CAPABILITY",Hardness held,,hard,,R5: a precision claim.
rubber_moulding_operator,Rubber Moulding / Compression Operator,qp_rubber_moulding,provisional (no pack),,"PROCESSES, EQUIPMENT & CAPABILITY",Products made,,medium,J9,R4: a secondary chip.
rubber_moulding_operator,Rubber Moulding / Compression Operator,qp_rubber_moulding,provisional (no pack),,"PROCESSES, EQUIPMENT & CAPABILITY",Sector worked,,hard,,R5.
*,all roles,,shared,,Header,Name,,easy,,§4 Easy. Captured before profiling. Source: registration (NameScreen)
*,all roles,,shared,,Header,Phone,,easy,,§4 Easy. Captured before profiling. Source: registration (OTP)
*,all roles,,shared,,Header,"Location (city, state)",,easy,,§4 Easy. Source: onboarding (NameScreen)
*,all roles,,shared,,Header,Role / trade,,easy,,§4 Easy. The tier screen needs it first. Source: chat opener → form kind
*,all roles,,shared,,Header (headline years),Total experience,,easy,D1,§4 Easy. Where the headline number comes from is decision D1. Source: chat opener (`experience_years`)
*,all roles,,shared,,Header + Availability & terms,"Salary expected (+ band max, period)",,easy,,§4: all availability and terms are Easy. Source: chat / preferences page
*,all roles,,shared,,Availability & terms,Preferred locations + willing to relocate,,easy,,§4. Source: preferences page
*,all roles,,shared,,Availability & terms,Shift + job type / work types,,easy,,"§4 (""Any shift · Permanent""). Source: preferences page"
*,all roles,,shared,,Availability & terms,Accommodation needed,,easy,,§4. Source: preferences page
*,all roles,,shared,,Availability & terms,"Availability (status, available from, notice)",,easy,,§4. Source: preferences page
*,all roles,,shared,,Availability & terms,"Commute km, willing to travel",,easy,,§4: all availability and terms are Easy. Source: preferences page
*,all roles,,shared,,Work history,"Current / latest job: employer, place, title, dates",,easy,,"§4: current job only, with no description. Source: employment page"
*,all roles,,shared,,Work history,Current job description (`work_done`),,medium,,§4. Source: employment page
*,all roles,,shared,,Work history,Previous jobs (all fields) + descriptions,,medium,,§4. Source: employment page
*,all roles,,shared,,Qualification…,"Education (level, stream, council, year, institute)",,easy,,§4. Fana's Easy sheet prints the full education line. Source: qualifications / preferences page
*,all roles,,shared,,Qualification…,Certificates / training,,medium,,§4. Source: qualifications page
*,all roles,,shared,,Qualification…,Languages,,easy,,§4. Source: preferences / languages page
*,all roles,,shared,,Qualification…,Documents ready,,medium,,§4. Source: preferences page
*,all roles,,shared,,Availability & terms,Also works as (secondary occupations),,medium,J10,"The rule reads it as a term (Easy), but it is really a skill claim. Source: occupations page"
